RespId     	 Model Name               	Context	Temp	Duration	Date Time	Eval Tokens	UPC	Model User Prompt	Eval Duration	Prompt Eval Tokens	Tokens Per Second	SysPmtCd	Model System Prompt	Web Search	Docs	Web Search URL	CPU_GPU	RAM	OS	Computer	Server	Response File
a11_t001.01	 qwen2:0.5b               	32768	 0.3	   2.10	  2025-04-13 13:41	  481	KP0	Summarize the key events...	   2.08	    45	231.46	GKN1-SIMP	Summarize the informatio...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/dev01-robin/./docs/a11_search-app/25.04.Apr/_t001_qwen2;0.5b_1-test on bt04st/a11_t001.01.4.50413.1341_Response.txt
a11_t001.01	 qwen2:0.5b               	32768	 0.6	   0.25	  2025-04-13 13:41	   54	KP0	Summarize the key events...	   0.22	    45	244.95	GKN2-SIMP	Summarize the informatio...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/dev01-robin/./docs/a11_search-app/25.04.Apr/_t001_qwen2;0.5b_1-test on bt04st/a11_t001.01.4.50413.1341_Response.txt
a11_t041.01	 qwen2:0.5b               	32768	 0.3	   0.47	  2025-04-13 13:44	   21	KP0	Summarize the key events...	   0.45	    45	 46.49	GKN1-SIMP	Summarize the informatio...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/dev01-robin/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_1-test on bt04st/a11_t041.01.4.50413.1344_Response.txt
a11_t041.01	 qwen2:0.5b               	32768	 0.6	   0.77	  2025-04-13 13:44	  175	KP0	Summarize the key events...	   0.75	    45	232.38	GKN2-SIMP	Summarize the informatio...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/dev01-robin/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_1-test on bt04st/a11_t041.01.4.50413.1344_Response.txt
a11_t041.01	 qwen2:0.5b               	32768	 0.3	   2.21	  2025-04-13 13:49	  463	KP0	Summarize the key events...	   2.19	    45	211.86	GKN1-SIMP	Summarize the informatio...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/dev01-robin/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_1-test on bt04st/a11_t041.01.4.50413.1349_Response.txt
a11_t041.01	 qwen2:0.5b               	32768	 0.6	   0.13	  2025-04-13 13:49	   25	KP0	Summarize the key events...	   0.11	    45	232.68	GKN2-SIMP	Summarize the informatio...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/dev01-robin/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_1-test on bt04st/a11_t041.01.4.50413.1349_Response.txt
a11_t041.01	 qwen2:0.5b               	32768	 0.3	   4.03	  2025-04-13 16:13	    9	KP0	Summarize the key events...	   0.04	    45	241.86	GKN1-SIMP	Summarize the informatio...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/dev01-robin/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_2-Test on bt04st/a11_t041.01.4.50413.1613_Response.txt
a11_t041.02	 qwen2:0.5b               	32768	 0.3	   1.43	  2025-04-13 16:26	   40	KP0	Summarize the key events...	   0.18	    45	218.87	GKN1-SIMP	Summarize the informatio...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/dev01-robin/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_2-Test on bt04st/a11_t041.02.4.50413.1613_Response.txt
a11_t042.01	 qwen2:0.5b               	32768	 0.6	   1.25	  2025-04-13 16:43	   19	KP0	Summarize the key events...	   0.10	    59	188.18	GKN2-SIMP	"You are a helpful and i...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/dev01-robin/./docs/a11_search-app/25.04.Apr/_t042_qwen2;0.5b_1-test on bt04st/a11_t042.01.4.50413.1643_Response.txt
a11_t042.01	 qwen2:0.5b               	32768	 0.6	   0.28	  2025-04-13 16:43	   18	KP0	Summarize the key events...	   0.25	    59	 71.16	GKN2-SIMP	"You are a helpful and i...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/dev01-robin/./docs/a11_search-app/25.04.Apr/_t042_qwen2;0.5b_1-test on bt04st/a11_t042.01.4.50413.1643_Response.txt
a11_t011.01	 llama3.2:3b              	131072	 0.3	  21.39	  2025-04-13 16:44	  209	KP0	Summarize the key events...	  11.22	    76	 18.63	GKN1-SIMP	You are a helpful and in...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/dev01-robin/./docs/a11_search-app/25.04.Apr/_t011_llama3.2;3b_1-Test on bt04st/a11_t011.01.4.50413.1644_Response.txt
a11_t001.01	 llama3.2:3b              	131072	0.07	  26.98	  2025-04-13 21:46	  326	KP0	Summarize the key events...	  18.69	    39	 17.44		                           	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/test1-robin/./docs/a11_search-app/25.04.Apr/_t001_Test1-llama3.2;3b on bt04st/a11_t001.01.4.50413.2145_Response.txt
a11_t001.01	 llama3.2:3b              	131072	 0.3	   6.03	  2025-04-13 21:47	  104	KP0	Summarize the key events...	   4.85	    76	 21.46	GKN1-SIMP	You are a helpful and in...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/test1-robin/./docs/a11_search-app/25.04.Apr/_t001_Test1-llama3.2;3b on bt04st/a11_t001.01.4.50413.2147_Response.txt
a11_t041.01	 qwen2:0.5b               	32768	 0.3	   6.27	  2025-04-14 03:44	  839	KP0	Summarize the key events...	   3.01	    59	278.95	GKN1-SIMP	"You are a helpful and i...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/test1-robin/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_1-test on bt04st/a11_t041.01.4.50414.0344_Response.txt
a11_t041.01	 qwen2:0.5b               	32768	 0.3	   3.08	  2025-04-14 03:59	  520	KP0	Summarize the key events...	   1.96	    59	265.15	GKN1-SIMP	"You are a helpful and i...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/test1-robin/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_1-test on bt04st/a11_t041.01.4.50414.0359_Response.txt
a11_t041.01	 qwen2:0.5b               	32768	 0.3	   2.51	  2025-04-14 04:00	  618	KP0	Summarize the key events...	   2.49	    59	248.50	GKN1-SIMP	"You are a helpful and i...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/test1-robin/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_1-test on bt04st/a11_t041.01.4.50414.0400_Response.txt
a11_t041.01	 qwen2:0.5b               	32768	 0.3	   3.78	  2025-04-14 04:06	  711	KP0	Summarize the key events...	   2.65	    59	267.90	GKN1-SIMP	"You are a helpful and i...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/test1-robin/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_1-test on bt04st/a11_t041.01.4.50414.0406_Response.txt
a11_t041.01	 qwen2:0.5b               	32768	 0.3	   4.21	  2025-04-14 04:09	 1052	KP0	Summarize the key events...	   4.19	    59	251.25	GKN1-SIMP	"You are a helpful and i...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/test1-robin/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_1-test on bt04st/a11_t041.01.4.50414.0409_Response.txt
a11_t041.01	 qwen2:0.5b               	32768	 0.3	   3.14	  2025-04-14 04:24	  538	KP0	Summarize the key events...	   2.02	    59	266.72	GKN1-SIMP	"You are a helpful and i...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/test1-robin/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_1-test on bt04st/a11_t041.01.4.50414.0424_Response.txt
a11_t041.01	 qwen2:0.5b               	32768	 0.3	   2.20	  2025-04-14 04:25	  596	KP0	Summarize the key events...	   2.17	    59	274.15	GKN1-SIMP	"You are a helpful and i...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/test1-robin/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_1-test on bt04st/a11_t041.01.4.50414.0425_Response.txt
a11_t041.02	 qwen2:0.5b               	32768	 0.3	   2.33	  2025-04-14 04:31	  308	KP0	Summarize the key events...	   1.22	    59	253.22	GKN1-SIMP	"You are a helpful and i...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/test1-robin/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_1-test on bt04st/a11_t041.02.4.50414.0431_Response.txt
a11_t041.01	 qwen2:0.5b               	32768	 0.3	   2.50	  2025-04-14 04:54	  377	KP0	Summarize the key events...	   1.37	    59	275.27	GKN1-SIMP	"You are a helpful and i...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/test1-robin/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_1-test on bt04st/a11_t041.01.4.50414.0454_Response.txt
a11_t041.01	 qwen2:0.5b               	32768	 0.3	   1.22	  2025-04-14 04:57	  249	KP0	Summarize the key events...	   1.20	    59	208.17	GKN1-SIMP	"You are a helpful and i...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/test1-robin/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_1-test on bt04st/a11_t041.01.4.50414.0457_Response.txt
a11_t001.01	 qwen2:0.5b               	32768	 0.3	   4.52	  2025-04-14 04:58	 1165	KP0	Summarize the key events...	   4.49	    45	259.36	GKN1-SIMP	Summarize the informatio...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/test1-robin/./docs/a11_search-app/25.04.Apr/_t001_Test1-qwen2;0.5b on bt04st/a11_t001.01.4.50414.0458_Response.txt
a11_t001.01	 llama3.2:3b              	131072	 0.3	  35.37	  2025-04-14 04:59	  472	KP0	Summarize the key events...	  27.87	    76	 16.94	GKN1-SIMP	You are a helpful and in...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/test1-robin/./docs/a11_search-app/25.04.Apr/_t001_Test1-llama3.2;3b on bt04st/a11_t001.01.4.50414.0459_Response.txt
a11_t041.01	 qwen2:0.5b               	32768	 0.3	   1.72	  2025-04-14 05:15	   74	KP0	Summarize the key events...	   0.30	    45	247.03	GKN1-SIMP	Summarize the informatio...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/test1-robin/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_2-Test on bt04st/a11_t041.01.4.50414.0515_Response.txt
a11_t041.02	 qwen2:0.5b               	32768	 0.3	   1.80	  2025-04-14 05:15	  477	KP0	Summarize the key events...	   1.77	    45	269.13	GKN1-SIMP	Summarize the informatio...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/test1-robin/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_2-Test on bt04st/a11_t041.02.4.50414.0515_Response.txt
a11_t041.01	 qwen2:0.5b               	32768	 0.3	   2.60	  2025-04-14 05:18	  593	KP0	Summarize the key events...	   2.58	    45	230.10	GKN1-SIMP	Summarize the informatio...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/test1-robin/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_2-Test on bt04st/a11_t041.01.4.50414.0518_Response.txt
a11_t041.02	 qwen2:0.5b               	32768	 0.3	   0.88	  2025-04-14 05:18	  245	KP0	Summarize the key events...	   0.86	    45	285.37	GKN1-SIMP	Summarize the informatio...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/test1-robin/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_2-Test on bt04st/a11_t041.02.4.50414.0518_Response.txt
a11_t041.03	 qwen2:0.5b               	32768	 0.3	   3.34	  2025-04-14 05:48	  589	KN1	Explain the key differen...	   2.21	    61	266.37	GKN1-SIMP	You are a helpful and in...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/test1-robin/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_2-Test on bt04st/a11_t041.03.4.50414.0548_Response.txt
a11_t041.04	 qwen2:0.5b               	32768	 0.3	   2.27	  2025-04-14 05:48	  545	KN2	Summarize the major clim...	   2.24	    63	243.43	GKN1-SIMP	You are a helpful and in...	roman empire		0 Sources, 0 bytes	Apple M4	16	Sequoia v15.3.2	Apple Mac Studio	bt04st-os15_Bruces-Mac-studio (xx.xxx.xxx.xxx)	file:///E:/Repos/Robin/AIDocs_/test1-robin/./docs/a11_search-app/25.04.Apr/_t041_qwen2;0.5b_2-Test on bt04st/a11_t041.04.4.50414.0548_Response.txt
